model,technique,video,crime_type,judge,H1,H2,H3,H4,H5,H6,judge_confidence,judge_reasoning,confidence,reasoning,rerun
Gemini,SELF-CONSISTENCY,Explosion026_x264,Explosion,Claude,0,0,1,0,0,0,high,"The model explicitly states the scene appears 'ordinary and public' with 'normal and purposeful' movements and 'no obvious signs of power dynamics,' completely omitting the explosion event where smoke rushes over and knocks a man down. This constitutes H3 as the model characterizes the scene as non-criminal/normal while the ground truth clearly describes a crime (explosion with victims).",,,
Gemini,SELF-CONSISTENCY,Explosion026_x264,Explosion,GPT,0,1,1,0,1,1,high,"Ground truth is an explosion/smoke impact incident knocking a man down, but the model describes an innocuous street scene and shifts concern to sexual exploitation based on a watermark, omitting the explosion entirely. It also introduces unsupported specifics like parked cars, a young child (5–10) in blue, and a “MACHOVIDEO.COM” watermark not mentioned in the ground truth.",,,
Gemini,SELF-CONSISTENCY,Fighting003_x264,Fighting,Claude,0,0,1,0,0,0,high,"The model explicitly states 'there are no immediate red flags or concerning elements' and 'the scene appears to be a typical' station scene, directly contradicting the ground truth which describes a group fight with multiple people punching, suppressing, and beating victims on a subway platform. This is a clear H3 - the model characterizes a violent crime scene as normal/non-criminal.",,,
Gemini,SELF-CONSISTENCY,Fighting003_x264,Fighting,GPT,0,0,1,0,0,0,high,"Ground truth clearly describes a fight with punching, multiple men beating someone down, and people intervening/running; the model instead states there are 'no immediate red flags' and describes a typical relaxed scene with no concerning elements, effectively denying the criminal event.",,,
Gemini,SELF-CONSISTENCY,Fighting016_x264,Fighting,Claude,0,1,0,0,0,0,high,"The model explicitly classifies the event as 'a robbery or attempted robbery' in its overall assessment, while the ground truth crime type is 'Fighting.' The ground truth describes a fight involving multiple people (women, police) subduing a man with a hammer/ax, not a robbery. The model also fabricates a 'lookout' role and misses the key fighting elements (women fighting back, police intervention).",,,
Gemini,SELF-CONSISTENCY,Fighting016_x264,Fighting,GPT,0,1,0,0,1,1,high,"GT describes a fight in a store where a man with an ax is subdued by others (including women) and police intervene, while the model concludes it is a robbery/attempted robbery and describes smashing the counter to break into a register (not in GT). The model also claims only two masked individuals acting together with no other people present, contradicting GT which includes multiple others (women, police) and an ax.",,,
Gemini,SELF-CONSISTENCY,Robbery005_x264,Robbery,Claude,0,0,0,0,1,0,medium,"The model mentions a 'car wash' and 'Subway restaurant' in the parking lot scene, which are specific entities not mentioned in the ground truth. The ground truth only references a red light shop/sign and a car at the entrance. This constitutes entity fabrication (H5).",,,
Gemini,SELF-CONSISTENCY,Robbery005_x264,Robbery,GPT,0,0,0,0,1,0,high,"The model claims the parking lot scene includes a car wash and a Subway restaurant, which are not mentioned in the ground-truth description of the robbery/storefront and getaway. Other details (store interior, blue hoodie, red-shirt employee, potential gun) are broadly consistent or expressed as uncertainty.",,,
Gemini,SELF-CONSISTENCY,Robbery010_x264,Robbery,Claude,0,0,1,0,1,0,high,"H3: The model explicitly states 'There are no immediately apparent red flags or inappropriate behaviors' and describes a normal office scene, while the ground truth clearly describes an armed robbery with guns and people raising hands. H5: The model fabricates specific objects not in the ground truth, including 'computer monitors', 'sports jersey with the number 20 on the back', and 'cabinets and drawers' as specific storage items - particularly the numbered jersey is a specific fabricated detai",,,
Gemini,SELF-CONSISTENCY,Robbery010_x264,Robbery,GPT,1,0,1,0,1,1,high,"GT describes an armed robbery with multiple men in black entering through a glass door, threatening people with guns, and taking money; the model instead describes a normal office/reception scene with no red flags, which omits the robbery. It also introduces specific entities/actors not in GT (e.g., a male in a sports jersey #20, two women in suits, multiple computer workstations/office cabinets as the defining scene).",,,
Gemini,SELF-CONSISTENCY,Shooting005_x264,Shooting,Claude,0,0,1,0,0,0,medium,"The model explicitly states 'It's impossible to definitively determine what is happening' and describes only a person sitting on a porch, failing to identify any criminal activity (shooting) that the ground truth confirms occurred. This constitutes H3 as the model effectively treats the scene as ambiguous/normal when a shooting crime was verified.",,,
Gemini,SELF-CONSISTENCY,Shooting005_x264,Shooting,GPT,1,0,0,0,1,1,high,"The model describes an alleyway between buildings with snow/ice and a porch with a chair, which contradicts the GT describing actions centered on a house interior/exterior with men moving in/out and a flashlight (H1/H5). It also introduces a specific person 'sitting on the porch' alone, while the GT involves multiple men and none are described as sitting (H6).",,,
Gemini,SELF-CONSISTENCY,Shooting011_x264,Shooting,Claude,0,0,1,0,0,0,medium,"The model describes the scene as a normal business interaction with no criminal activity identified, while the ground truth clearly describes a shooting/robbery with men pointing guns, taking things from the store, broken glass, and police response. The model explicitly states 'it's hard to identify specific concerning elements' and treats the scene as routine, qualifying as H3 (crime omission).",,,
Gemini,SELF-CONSISTENCY,Shooting011_x264,Shooting,GPT,0,0,0,0,1,1,high,"The model describes a third person as a younger male wearing a shirt with ""DELIVERY"" printed on the back and says the woman is on the phone; neither the extra actor nor the specific ""DELIVERY"" text/phone call is supported by the ground-truth description, which instead includes armed men entering, pointing guns, taking items, glass breaking, and police arrival.",,,
Gemini,SELF-CONSISTENCY,Shoplifting004_x264,Shoplifting,Claude,0,0,1,0,0,0,medium,"The model describes the scene as a normal retail transaction/discussion without identifying any shoplifting activity. The ground truth clearly shows a hunchbacked old man taking items from a table and putting them into his own plastic bag (shoplifting), but the model characterizes all interactions as normal business transactions, effectively treating the scene as non-criminal.",,,
Gemini,SELF-CONSISTENCY,Shoplifting004_x264,Shoplifting,GPT,0,0,0,0,0,1,medium,"The model specifies a seated person with legs crossed (Individual 3) and another person standing behind the counter (Individual 4), neither of which is supported by the ground-truth description of the participants/actions. The rest of the description (small shop, counter interaction) does not clearly contradict the ground truth.",,,
Gemini,SELF-CONSISTENCY,Stealing003_x264,Stealing,Claude,0,0,0,1,0,0,medium,"The model describes the scene as a 'used car lot or dealership' (plausible misidentification but not clearly contradicted) and characterizes the individual's actions as 'normal for someone potentially interested in a car' with 'low concern,' explicitly downplaying what the ground truth establishes as a car theft. The model misses the multiple actors, the chase, and the phone call, and minimizes the criminal severity by framing it as routine car-lot behavior.",,,
Gemini,SELF-CONSISTENCY,Stealing003_x264,Stealing,GPT,0,0,0,0,0,0,high,"Model describes a parking/car lot with many cars and a man approaching/opening/entering a black car, which aligns with the ground truth. It omits other actors and the car driving away, but does not explicitly contradict the ground truth or deny criminal activity.",,,
Gemini,SELF-CONSISTENCY,Vandalism004_x264,Vandalism,Claude,0,0,0,0,0,0,high,"The model accurately describes a car colliding with a barrier/fence at an intersection at night, consistent with the ground truth. The model does not misclassify the crime, fabricate specific entities, or mention phantom actors. The speculation about impaired driving vs. intentional vandalism is analytical commentary, not a hallucination of a different crime type.",,,
Gemini,SELF-CONSISTENCY,Vandalism004_x264,Vandalism,GPT,0,0,0,0,1,0,medium,"Model mentions a barrier sign that 'translates to Strictly Prohibit Drunk Driving' and gives an exact time (22:49), neither of which is supported by the ground-truth description, indicating fabricated specific scene details. The rest (car hitting barrier/fence at an intersection at night) is broadly consistent with the annotated vandalism events.",,,
Gemini,SELF-CONSISTENCY,Vandalism001_x264,Vandalism,Claude,1,1,0,0,0,1,high,"The model describes a completely wrong scene (residential area with two people, one dragging another) when the ground truth shows a black car repeatedly ramming a traffic light fence at an intersection. This constitutes H1 (wrong setting), H2 (describes potential abuse/abduction instead of vehicular vandalism), and H6 (fabricates two individuals - an adult and a child - when no people are mentioned in the ground truth).",,,
Gemini,SELF-CONSISTENCY,Vandalism001_x264,Vandalism,GPT,1,1,0,0,0,1,high,"Ground truth shows a black car repeatedly crashing into a fence around a traffic light at an intersection, but the model describes a residential area with a building/sidewalk and two individuals with one dragging the other. It also shifts the incident to potential abuse/abduction rather than the verified vandalism involving the car and traffic-light fence.",,,
Gemini,SEQUENTIAL,Abuse003_x264,Abuse,Claude,0,0,0,0,1,0,medium,"The model mentions 'a cart loaded with items' and 'a stroller' which are fabricated objects not present in the ground truth (the scene involves a wheelchair). While the model eventually correctly identifies a wheelchair, the earlier descriptions of a cart and stroller are specific fabricated objects (H5). The model does not explicitly misclassify the crime or deny criminal activity, though its description is largely incomplete.",,,
Gemini,SEQUENTIAL,Abuse003_x264,Abuse,GPT,0,0,0,0,1,0,medium,"The model repeatedly describes a staircase at the end of the hallway and mentions a cart/stroller loaded with items, none of which appear in the ground-truth description (which only mentions corridor, doors/corners/walls, a wheelchair, and the woman/old man). It does not explicitly misclassify the incident type or claim the scene is non-criminal.",,,
Gemini,SEQUENTIAL,Abuse012_x264,Abuse,Claude,0,0,1,1,0,0,high,"The model consistently describes the woman as 'tending to', 'checking on', 'adjusting blankets', or 'providing care' to the babies, explicitly framing criminal abuse as normal caregiving (H3/H4). The ground truth clearly documents severe physical abuse including beating, shaking, slapping, and covering a baby's face with cloth, which the model entirely omits and replaces with benign descriptions.",,,
Gemini,SEQUENTIAL,Abuse012_x264,Abuse,GPT,0,0,0,1,1,1,medium,"The ground truth describes clear physical abuse (beating, shaking, slapping), but the model repeatedly frames the actions as routine care (""adjusting the baby's blanket,"" ""changing the baby's diaper""), which downplays severity. It also introduces unverified specifics like a ""Camera 03"" label and ""another person"" in the background, neither of which are supported by the ground truth.",,,
Gemini,SEQUENTIAL,Arson002_x264,Arson,Claude,0,1,0,0,0,0,medium,"The model describes the activity primarily as 'prying open' or 'forcing entry' into a building, which suggests burglary/breaking-and-entering rather than the verified crime of arson. The model never mentions gasoline, fire, or ignition, and frames the crime as a forced entry attempt rather than arson.",,,
Gemini,SEQUENTIAL,Arson002_x264,Arson,GPT,0,0,0,0,0,0,medium,"The model describes a person in an outdoor narrow walkway/alley at night with stairs and attempting to pry/tamper with a building, which does not clearly contradict the ground truth (man at a house window/door area). It omits the gasoline pouring/ignition and fire but does not explicitly claim the scene is non-criminal or a different crime type.",,,
Gemini,SEQUENTIAL,Arson003_x264,Arson,Claude,1,1,0,0,1,0,high,"H1: Model describes a 'reception desk,' 'store or office,' and 'game room with air hockey table and vending machine' while GT describes a room with cabinets and a pool table where arson occurs. H2: Model explicitly identifies the crime as 'robbery or attempted robbery' rather than arson. H5: Model fabricates specific objects not in GT including 'air hockey table,' 'vending machine,' 'arcade game,' and 'reception desk/counter' that contradict the ground truth scene description.",,,
Gemini,SEQUENTIAL,Arson003_x264,Arson,GPT,1,1,0,0,1,1,high,"Ground truth shows a single man in white pouring gasoline on cabinets and fire spreading/dimming in a room with a pool table; the model instead describes a black-and-white store/office with a curved reception desk/counter and later a game room with air hockey/arcade/vending machines, and claims it is a robbery. It also introduces two people and a possible weapon, none of which appear in the ground truth.",,,
Gemini,SEQUENTIAL,Assault001_x264,Assault,Claude,0,0,0,0,0,0,high,"The model output accurately describes a physical altercation consistent with the ground truth assault, mentioning people on the ground being kicked/hit, outdoor setting with planters, and multiple participants. No specific contradictions, fabricated entities, or misclassifications are present.",,,
Gemini,SEQUENTIAL,Assault001_x264,Assault,GPT,0,0,0,0,1,0,medium,"The model’s descriptions generally match the ground truth (outdoor fight near a planter/flower bed with people kicking/punching a person on the ground). However, it adds specific details not supported by the ground truth, such as the victim being ""held against a pole""; a pole is not mentioned in the expert annotation.",,,
Gemini,SEQUENTIAL,Assault002_x264,Assault,Claude,0,0,0,0,1,0,medium,"The model mentions 'a man in a bright yellow shirt attacks someone' - the ground truth mentions a red shirt and orange shirt but no yellow shirt, making this a specific fabricated detail. The model also mentions 'a man in a suit is running towards a group' which is not in the ground truth, but this is less clearly contradicted. The yellow shirt is the clearest H5 fabrication of a specific object/feature not present in the ground truth.",,,
Gemini,SEQUENTIAL,Assault002_x264,Assault,GPT,0,0,0,0,0,0,medium,"The model correctly places the event in an office with a security camera view and describes a group confrontation/assault involving pushing, shoving, and a chair being raised as a weapon, which matches the ground truth. Details like a 'bright yellow shirt' attacker or 'a man in a suit running' are extra specifics but are not clearly contradicted by the ground truth, so they do not meet the threshold for hallucination flags.",,,
Gemini,SEQUENTIAL,Burglary008_x264,Burglary,Claude,0,0,1,0,0,0,medium,"The model's early chunks explicitly state 'Nothing changes in the frames provided' and describe a 'static, empty seating area,' failing to identify the burglary in progress. While later chunks acknowledge a disturbance, the model never identifies the core crime (burglary with rope/car and iron box theft), and the initial explicit claim of normalcy qualifies as H3. No clear H2 since the model never explicitly names a different crime type.",,,
Gemini,SEQUENTIAL,Burglary008_x264,Burglary,GPT,0,0,0,0,0,0,medium,"The model output mostly describes a generic surveillance view of a shop interior with overturned tables/chairs and does not explicitly contradict the ground truth burglary events, nor does it name a different verified crime type. While it speculates about a possible car crash and suggests a struggle, these are framed as possibilities and not clearly disprovable from the provided ground truth alone.",,,
Gemini,SEQUENTIAL,Explosion002_x264,Explosion,Claude,0,0,0,0,0,0,high,"The model output generally aligns with the ground truth: gas station setting, tanker truck, men approaching a black car to refuel, and fire erupting. No specific contradictions, fabricated entities, or misclassified crimes are present. The model's description is incomplete but not hallucinated.",,,
Gemini,SEQUENTIAL,Explosion002_x264,Explosion,GPT,0,0,0,0,0,0,high,"The model output consistently describes a gas station at night with a tanker truck, a car being fueled, and a fire erupting at the pump/car, which aligns with the ground truth. Extra details like a trash can, yellow barrier, and specific text overlays are not contradicted by the ground truth, so they are not clear hallucinations.",,,
Gemini,SEQUENTIAL,Explosion026_x264,Explosion,Claude,0,0,0,0,0,1,medium,"The model mentions 'a person on a motorcycle' in frames 51-60 which is not present in the ground truth annotation. The ground truth describes specific people (woman in brown, woman in blue, man in black) but no motorcycle rider. This appears to be a fabricated actor not supported by the ground truth.",,,
Gemini,SEQUENTIAL,Explosion026_x264,Explosion,GPT,0,0,0,0,1,1,medium,"The model adds specific elements not present in the ground truth, including multiple parked cars (e.g., a silver car, blue car) and a motorcycle (H5). It also describes additional actors/actions not in the ground truth, such as pedestrians reacting and a person running toward a blue car (H6).",,,
Gemini,SEQUENTIAL,Fighting003_x264,Fighting,Claude,0,0,1,0,0,0,high,"The model consistently describes a normal subway platform scene with people waiting, sitting on benches, and looking at maps, completely failing to identify the fighting/assault that the ground truth describes. This constitutes H3 (crime omission) as the model explicitly characterizes the scene as normal/non-criminal ('typical waiting area at a public transportation hub') when a group fight is actually occurring.",,,
Gemini,SEQUENTIAL,Fighting003_x264,Fighting,GPT,0,0,1,0,1,0,medium,"Ground truth involves an active fight with punching, people being knocked down, and beating; the model instead describes a normal waiting subway platform with no violence, implying a non-criminal scene (H3). It also adds specific details not supported by the ground truth such as benches, luggage, a person in a red vest, a colorful patterned floor, and a train arriving/visible (H5).",,,
Gemini,SEQUENTIAL,Fighting016_x264,Fighting,Claude,0,1,0,0,0,0,medium,"The model repeatedly and explicitly classifies the event as a 'robbery' when the verified crime type is 'Fighting.' While the ground truth does involve weapons and a store setting, the crime is categorized as fighting (with store employees/women defending against the attacker and police arriving), not a robbery. The model's consistent labeling of 'robbery' constitutes H2 crime misclassification.",,,
Gemini,SEQUENTIAL,Fighting016_x264,Fighting,GPT,0,1,0,0,1,1,high,"The verified crime type is Fighting, but the model repeatedly labels it as a ""robbery"" (H2). It also introduces details not in the ground truth, such as a ""lookout"" at the entrance and ""two individuals wearing hoodies and masks""/a clerk with ""hands raised"" (H6), and mentions smashing a display case/counter not described in the annotation (H5).",,,
Gemini,SEQUENTIAL,Robbery005_x264,Robbery,Claude,0,0,0,0,1,0,medium,"The model repeatedly describes the weapon as 'a hammer', 'a knife', or 'similar tool' when the ground truth clearly states it was a gun. This constitutes entity fabrication (H5) as the model identifies specific wrong objects not matching the ground truth. The core crime type (robbery) is correctly identified.",,,
Gemini,SEQUENTIAL,Robbery005_x264,Robbery,GPT,0,0,0,0,1,0,medium,"Ground truth specifies the suspect points a gun, while the model repeatedly claims the weapon is possibly a hammer/knife; those are specific objects not supported by the annotation. Other elements (convenience store, blue hoodie, red-shirt cashier, robbery) align with the ground truth.",,,
Gemini,SEQUENTIAL,Robbery010_x264,Robbery,Claude,0,0,1,0,0,0,high,"The model repeatedly describes the scene as a normal office/bank environment with routine customer-employee interactions, explicitly stating 'typical workday' and 'typical office environment' while completely failing to identify the armed robbery that occurs. This constitutes H3 as the model explicitly characterizes a criminal scene as normal/non-criminal.",,,
Gemini,SEQUENTIAL,Robbery010_x264,Robbery,GPT,0,0,1,0,1,1,high,"Ground truth is an armed robbery with multiple men in black entering, threatening with guns, and demanding/loading money, but the model repeatedly describes a normal office/bank workday with customers and no crime (H3). The model also introduces specific details not supported by GT, including people ""working at a computer"" as customers/employees and a ""man in a sports jersey"" / ""jersey with the number 20"" (H5/H6).",,,
Gemini,SEQUENTIAL,Shooting005_x264,Shooting,Claude,0,0,1,0,0,0,medium,"The model never identifies this as a shooting or any crime, instead describing the scene as 'quiet,' 'mysterious,' and involving a person on a porch with 'clandestine or secretive activity' - effectively treating a shooting incident as a normal/ambiguous nighttime scene. The ground truth clearly describes a shooting scenario with a man running away with a gun, which the model completely omits while characterizing the scene as non-criminal.",,,
Gemini,SEQUENTIAL,Shooting005_x264,Shooting,GPT,1,0,0,0,0,0,medium,"Model repeatedly describes the setting as a ""narrow alleyway"" and even ""possibly snowy,"" while the ground truth centers on actions around/inside a house (entering/exiting, indoor talking, flashlight shining into the house). The model does not mention a different crime type, deny criminality, invent specific objects beyond ambiguous snow, or add extra specific actors.",,,
Gemini,SEQUENTIAL,Shooting011_x264,Shooting,Claude,0,1,0,0,0,0,medium,"The model consistently classifies the crime as a 'robbery' involving sticks/batons, while the ground truth verifies this as a 'Shooting' where guns are pointed at people. The model does mention 'weapon' and 'possibly a gun' once but predominantly frames it as a robbery with sticks/batons, misclassifying the verified shooting crime type. Additionally, the model mentions a 'DELIVERY' shirt which is not in the ground truth, but this is a minor detail that could be a uniform description rather than ",,,
Gemini,SEQUENTIAL,Shooting011_x264,Shooting,GPT,0,0,0,0,1,0,medium,"The model repeatedly mentions a man in a ""DELIVERY"" shirt, a sliding glass door, tiled floors, clutter, and two fans—details not supported by the ground-truth description (which focuses on a store counter, armed men, broken glass, and police arrival). It does not contradict the core crime (armed robbery/shooting context) but adds specific entities/features not in GT.",,,
Gemini,SEQUENTIAL,Shoplifting004_x264,Shoplifting,Claude,0,0,1,0,0,0,high,"The model repeatedly describes the scene as 'normal interaction within a business setting' and 'business transaction or interaction,' explicitly characterizing the shoplifting event as non-criminal. The ground truth clearly describes shoplifting (hunchbacked old man taking items and putting them in his own bag, hooded man searching cabinet for money), which the model fails to identify and instead frames as routine commerce.",,,
Gemini,SEQUENTIAL,Shoplifting004_x264,Shoplifting,GPT,0,0,1,0,1,0,high,"The model repeatedly characterizes the situation as a ""normal"" business transaction, but the ground truth includes shoplifting behavior (hunchbacked old man putting items from the table into his own plastic bag). It also claims there is a person ""lying down on the floor""/""sitting on the floor,"" which is not described in the ground-truth events.",,,
Gemini,SEQUENTIAL,Stealing003_x264,Stealing,Claude,0,0,1,0,0,0,medium,"The model repeatedly states it 'cannot definitively determine if any criminal activity is taking place' and concludes 'I cannot definitively observe any criminal activities,' effectively treating the scene as potentially normal/non-criminal. The ground truth clearly describes a car theft (stealing) where a man breaks into a black car and drives it away while others try to stop him. The model also misses the key criminal act of the car being driven away and people trying to stop it, instead only ",,,
Gemini,SEQUENTIAL,Stealing003_x264,Stealing,GPT,0,0,0,0,0,0,high,"The model describes a parking/car-lot setting with many parked cars and a person entering a black car, which matches the ground truth. It expresses uncertainty about crime rather than denying it, and does not introduce specific extra entities or actors that contradict the annotation.",,,
Gemini,SEQUENTIAL,Vandalism004_x264,Vandalism,Claude,0,0,0,0,0,0,high,"The model accurately describes a dark-colored car colliding with a barrier around a traffic light at a nighttime intersection, which aligns with the ground truth of vandalism involving a black car hitting the fence around a traffic light. The model's descriptions of sparks, impacts, and the car's movements are consistent with the ground truth events, and no specific fabricated entities, wrong crime types, or phantom actors are introduced.",,,
Gemini,SEQUENTIAL,Vandalism004_x264,Vandalism,GPT,0,0,0,0,1,0,medium,"Model adds specific details not supported by GT, such as a barrier having lights/text about “drunk driving prevention,” Chinese characters, wet road, and sparks/bright light from the car. Core setting (night intersection) and event (car collides with barrier/fence around traffic light) match GT.",,,
Gemini,SEQUENTIAL,Vandalism001_x264,Vandalism,Claude,1,1,0,0,1,1,high,"The model describes a completely different scene (person falling/lying on sidewalk, people sorting clothing, sparks from a grinder near a manhole) that has nothing to do with the ground truth (a black car repeatedly ramming a traffic light fence). This constitutes scene fabrication (H1), crime misclassification (H2 - implies assault/injury rather than vehicular vandalism), fabricated objects like 'pink vehicle', 'manhole cover', 'sparks' (H5), and phantom actors including a person in dark clothi",,,
Gemini,SEQUENTIAL,Vandalism001_x264,Vandalism,GPT,1,1,0,0,1,1,high,"Ground truth shows a black car repeatedly ramming a traffic-light fence in an intersection, but the model describes a sidewalk/walkway scene with people on the ground, clothing piles, a manhole, and sparks. It also introduces a pink parked vehicle and multiple individuals that are not in the ground truth and fails to describe the car/fence vandalism, effectively misclassifying the incident.",,,
Gemini,ZERO,Abuse003_x264,Abuse,Claude,0,0,1,0,0,0,medium,"One chunk explicitly states 'There is no visible action or movement in the frames' and another describes 'a person pushing a cart loaded with items' - these omit/deny the abusive behavior. However, later chunks do describe a wheelchair and elderly person, so H3 is flagged for the chunk that explicitly states no action is occurring when abuse is happening. The 'cart' description is a misidentification but the overall output partially captures the scene.",,,
Gemini,ZERO,Abuse003_x264,Abuse,GPT,0,0,0,0,1,0,medium,"The model repeatedly describes additional elements not supported by the ground truth, including a ""cart loaded with items"" and a ""staircase"" at the end of the hallway. It also once states there is ""no visible action or movement,"" which conflicts with the GT describing continuous wheelchair pushing and collisions, but it does not explicitly claim the scene is non-criminal.",,,
Gemini,ZERO,Abuse012_x264,Abuse,Claude,0,0,1,0,0,0,high,"The model repeatedly describes the scene as normal caregiver activity ('attending to or observing the babies', 'presumably sleeping') and explicitly states it cannot determine any concerning actions, effectively treating the scene as non-criminal. The ground truth clearly documents severe physical abuse of infants. This constitutes H3 (crime omission) as the model characterizes the scene as normal/benign despite clear criminal activity.",,,
Gemini,ZERO,Abuse012_x264,Abuse,GPT,0,0,0,0,0,0,medium,"The model describes a nursery with multiple cribs and a caregiver near the cribs, which is consistent with the ground truth setting. It does not explicitly deny abuse or claim a different crime; the main discrepancy is describing the caregiver as wearing a white uniform (GT: pink top), but that is not strong enough evidence to treat as a definite fabricated entity/actor.",,,
Gemini,ZERO,Arson002_x264,Arson,Claude,0,0,0,0,0,0,medium,"The model output is incomplete and uncertain, describing the scene vaguely without explicitly misidentifying the crime or fabricating specific contradictory elements. The model mentions possible 'graffiti or vandalism' in one chunk but frames it as uncertain ('could be'), which doesn't rise to the level of explicit crime misclassification. The scene description differences (alleyway vs. house door) are generic enough not to constitute clear H1 fabrication.",,,
Gemini,ZERO,Arson002_x264,Arson,GPT,1,0,0,0,1,0,high,"GT shows arson at a house door/window with gasoline poured and ignited, but the model describes a different setting (alleyway with stairs, brick wall, corrugated metal wall). It also introduces specific elements (stairs/railings, corrugated metal wall, brick wall) not present in the GT description.",,,
Gemini,ZERO,Arson003_x264,Arson,Claude,1,1,0,0,1,0,high,"The model describes a completely different scene (reception desk, store/office, computer equipment, magazine racks) and different crime (robbery/vandalism with a crowbar, break-in) instead of the actual arson with gasoline poured on cabinets and a pool table in the room. The model fabricates specific objects like a 'curved reception desk', 'computer equipment', 'cash register', and 'crowbar' that are not in the ground truth.",,,
Gemini,ZERO,Arson003_x264,Arson,GPT,1,1,0,0,1,0,high,"GT is an arson in a room with cabinets and a pool table where gasoline is poured and fire spreads; the model instead describes a black-and-white store/office with a curved reception desk/counter and shelves, plus break-in activity. It also introduces specific elements not in GT (computer equipment, magazines/brochures, crowbar) and misclassifies the crime as robbery/vandalism rather than arson.",,,
Gemini,ZERO,Assault001_x264,Assault,Claude,0,0,0,0,0,0,high,"The model accurately describes an outdoor assault scene with multiple attackers, a victim on the ground being kicked and punched, and planters/flowers visible - all consistent with the ground truth. No specific fabrications, misclassifications, or phantom actors are present.",,,
Gemini,ZERO,Assault001_x264,Assault,GPT,0,0,0,0,0,0,high,"The model consistently describes an outdoor nighttime fight with planters/flower bed and people kicking/punching someone on the ground, which matches the ground truth assault. It does not introduce clearly contradictory settings, crimes, objects, or extra specific actors beyond generic participants.",,,
Gemini,ZERO,Assault002_x264,Assault,Claude,0,0,0,0,0,0,high,"The model's output is generally consistent with the ground truth - it correctly identifies an office setting, a confrontation/altercation near a desk, multiple people involved, and mentions an orange shirt person. The model is vague and incomplete but does not fabricate specific wrong details, misclassify the crime, omit the criminal nature, minimize severity, or invent specific objects or actors not present.",,,
Gemini,ZERO,Assault002_x264,Assault,GPT,0,0,0,0,0,0,medium,"The model describes an office setting with multiple people gathering at a desk and a tense/chaotic altercation, which aligns with the ground truth assault scenario. Mention of specific shirt colors (yellow/orange) and a 2017-06-25 timestamp are not clearly contradicted by the ground truth and do not constitute strong evidence of fabrication.",,,
Gemini,ZERO,Burglary008_x264,Burglary,Claude,1,0,0,0,0,0,medium,"The model describes the scene as the interior of a convenience store/gas station with tables, chairs, coffee machines, magazine racks, and drink dispensers, while the ground truth describes a shop exterior with a glass door, a car pulling a rope, and an iron box being stolen. The model's description of the interior setting with specific fixtures contradicts the ground truth which focuses on exterior/entry actions involving a car and rope. However, the model does correctly identify some elements ",,,
Gemini,ZERO,Burglary008_x264,Burglary,GPT,0,0,0,0,1,0,medium,"The model adds specific details not supported by the ground truth, such as a masked person with gloves and a hooded sweatshirt and possibly holding a weapon; the GT only notes two men, a rope, a car pulling it, and removal of an iron box. The rest (shop interior, tables/chairs, glass door) does not clearly contradict the GT.",,,
Gemini,ZERO,Explosion002_x264,Explosion,Claude,0,0,0,0,0,0,medium,"The model output is incomplete (the last chunk is cut off) and describes early frames of the gas station scene accurately. The text overlay 'THIS COULD HAVE BEEN MUCH WORSE' is mentioned, which implicitly acknowledges a dangerous event occurred. The model doesn't explicitly misclassify the crime, fabricate wrong settings, or invent specific actors/objects not in the ground truth. One chunk calls it 'routine' but this appears to be describing early frames before the fire, not denying the overall ",,,
Gemini,ZERO,Explosion002_x264,Explosion,GPT,0,0,1,1,0,0,medium,"Ground truth shows the fuel gun and black car catching fire and people running/using a fire extinguisher, but the model concludes it is a “routine scene” with “no indication of anything unusual,” omitting the explosion/fire incident (H3) and downplaying severity via “routine/typical operation” language (H4).",,,
Gemini,ZERO,Explosion026_x264,Explosion,Claude,0,0,0,0,1,0,medium,"The model fabricates specific details about 'two cars parked along the curb' including 'a dark blue car in the foreground and a silver car behind it' and attributes the explosion to 'near a silver car' - these specific vehicle details are not mentioned in the ground truth. The ground truth describes a smoke-wrapped object rushing over and knocking a man down, not an explosion near a parked car.",,,
Gemini,ZERO,Explosion026_x264,Explosion,GPT,0,0,0,0,0,0,medium,"The model’s street/sidewalk setting, pedestrians, smoke/explosion event, and people fleeing are broadly consistent with the ground truth. Mentions like two parked cars, crosswalk, and a building are plausible scene details and not clearly contradicted by the provided ground truth.",,,
Gemini,ZERO,Fighting003_x264,Fighting,Claude,0,0,1,0,0,0,high,"The model repeatedly describes the scene as 'typical waiting area' with people 'waiting for a train' and 'no obvious action or event taking place,' explicitly characterizing the scene as normal/non-criminal. The ground truth clearly describes a violent group fight on the platform.",,,
Gemini,ZERO,Fighting003_x264,Fighting,GPT,0,0,1,0,0,0,high,"Ground truth shows a clear fight with punching, people being knocked down, and multiple men beating/suppressing others. The model repeatedly states the scene is a typical waiting area with 'no obvious action or event' and even mentions boarding a train, omitting the verified fighting.",,,
Gemini,ZERO,Fighting016_x264,Fighting,Claude,0,1,0,0,0,0,medium,"The model explicitly classifies the event as a 'robbery' multiple times, while the ground truth crime type is 'Fighting' - a store confrontation where workers fight back against an attacker, police arrive, and the attacker is subdued. The model misidentifies the crime category as robbery rather than fighting/assault.",,,
